UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200
212601,R,567,R,4,R,563,R,280,R,50,R,367,R,65,R,0,R,563,R,5,R,2,R,372,R,66,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
212656,R,295,R,0,R,295,R,149,R,51,R,184,R,62,R,0,R,295,R,4,R,0,R,188,R,64,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
212674,R,730,R,0,R,730,R,581,R,80,R,614,R,84,Z,0,R,730,Z,0,Z,0,R,614,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
212683,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,68,R,0,R,68,R,5,R,7,R,46,R,68,Z,0,R,68,Z,0,Z,0,R,46,R,68
212708,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,83,R,0,R,83,R,0,R,0,R,54,R,65,Z,0,R,83,Z,0,Z,0,R,54,R,65
212753,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,132,R,0,R,132,R,3,R,2,R,86,R,65,Z,0,R,132,Z,0,Z,0,R,86,R,65
212771,R,3,R,0,R,3,Z,0,R,0,Z,0,R,0,Z,0,R,3,Z,0,Z,0,Z,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
212805,R,674,R,0,R,674,R,524,R,78,R,554,R,82,Z,0,R,674,Z,0,Z,0,R,554,R,82,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
212832,R,95,R,0,R,95,R,54,R,57,R,69,R,73,Z,0,R,95,Z,0,Z,0,R,69,R,73,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
212869,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,263,R,0,R,263,R,11,R,4,R,65,R,25,R,0,R,263,R,22,R,7,R,87,R,33
212878,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1246,R,2,R,1244,R,49,R,4,R,136,R,11,R,0,R,1244,R,65,R,141,R,201,R,16
212911,R,314,R,0,R,314,R,281,R,89,R,293,R,93,R,1,R,313,R,0,R,0,R,293,R,94,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
212975,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,107,R,3,R,104,R,61,R,59,R,64,R,62,Z,0,R,104,Z,0,Z,0,R,64,R,62
212984,R,276,R,0,R,276,R,119,R,43,R,170,R,62,R,2,R,274,R,7,R,2,R,177,R,65,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
213002,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,289,R,2,R,287,Z,0,R,0,R,66,R,23,R,0,R,287,R,4,R,0,R,70,R,24
213011,R,287,R,1,R,286,R,114,R,40,R,152,R,53,R,0,R,286,R,1,R,1,R,153,R,53,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
213020,R,2531,R,5,R,2526,R,726,R,29,R,1270,R,50,R,1,R,2525,R,52,R,16,R,1322,R,52,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
213181,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,468,R,0,R,468,R,316,R,68,R,354,R,76,R,0,R,468,R,0,R,0,R,354,R,76
213215,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,97,R,0,R,97,R,55,R,57,R,61,R,63,Z,0,R,97,Z,0,Z,0,R,61,R,63
213233,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,174,R,7,R,167,R,102,R,61,R,102,R,61,Z,0,R,167,Z,0,Z,0,R,102,R,61
213251,R,362,R,0,R,362,R,257,R,71,R,271,R,75,R,0,R,362,R,2,R,0,R,273,R,75,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
213303,R,190,R,0,R,190,R,58,R,31,R,85,R,45,R,0,R,190,R,2,R,5,R,87,R,46,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
213321,R,478,R,0,R,478,R,295,R,62,R,327,R,68,R,0,R,478,R,5,R,0,R,332,R,69,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
213330,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,27,R,0,R,27,R,0,R,0,R,17,R,63,Z,0,R,27,Z,0,Z,0,R,17,R,63
213349,R,1930,R,0,R,1930,R,612,R,32,R,1050,R,54,R,0,R,1930,R,32,R,2,R,1082,R,56,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
213358,R,245,R,0,R,245,R,92,R,38,R,114,R,47,Z,0,R,245,Z,0,Z,0,R,114,R,47,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
213367,R,841,R,0,R,841,R,467,R,56,R,568,R,68,R,1,R,840,R,6,R,5,R,574,R,68,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
213376,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,351,R,0,R,351,R,51,R,15,R,91,R,26,R,0,R,351,R,43,R,2,R,134,R,38
213385,R,630,R,1,R,629,R,561,R,89,R,575,R,91,R,0,R,629,R,1,R,0,R,576,R,92,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
213400,R,90,R,0,R,90,R,52,R,58,R,66,R,73,R,0,R,90,R,1,R,1,R,67,R,74,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
213455,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,140,R,0,R,140,R,74,R,53,R,89,R,64,R,0,R,140,R,0,R,0,R,89,R,64
213473,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,62,R,0,R,62,R,5,R,8,R,51,R,82,Z,0,R,62,Z,0,Z,0,R,51,R,82
213491,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,19,R,0,R,19,R,0,R,0,R,17,R,89,R,0,R,19,R,1,R,0,R,18,R,95
213507,R,447,R,0,R,447,R,300,R,67,R,324,R,72,R,0,R,447,R,3,R,0,R,327,R,73,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
213525,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1093,R,1,R,1092,R,52,R,5,R,149,R,14,R,0,R,1092,R,44,R,75,R,193,R,18
213534,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,138,R,0,R,138,R,29,R,21,R,61,R,44,Z,0,R,138,R,5,R,0,R,66,R,48
213543,R,1217,R,0,R,1217,R,950,R,78,R,1075,R,88,R,0,R,1217,R,10,R,2,R,1085,R,89,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
213552,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,54,R,0,R,54,R,46,R,85,R,47,R,87,Z,0,R,54,Z,0,Z,0,R,47,R,87
213570,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,489,R,0,R,489,R,138,R,28,R,279,R,57,R,0,R,489,R,1,R,0,R,280,R,57
213589,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,408,R,0,R,408,R,44,R,11,R,191,R,47,R,0,R,408,R,4,R,0,R,195,R,48
213598,R,654,R,0,R,654,R,135,R,21,R,242,R,37,R,0,R,654,R,4,R,1,R,246,R,38,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
213613,R,1044,R,0,R,1044,R,266,R,25,R,487,R,47,R,0,R,1044,R,15,R,2,R,502,R,48,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
213659,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1331,R,1,R,1330,R,107,R,8,R,237,R,18,R,0,R,1330,R,61,R,89,R,298,R,22
213668,R,375,R,0,R,375,R,213,R,57,R,242,R,65,Z,0,R,375,R,1,Z,0,R,243,R,65,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
213774,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,157,R,3,R,154,R,51,R,33,R,51,R,33,R,0,R,154,R,9,R,5,R,60,R,39
213783,R,566,R,6,R,560,R,172,R,31,R,267,R,48,R,0,R,560,R,6,Z,0,R,273,R,49,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
213826,R,385,R,2,R,383,R,197,R,51,R,260,R,68,R,0,R,383,R,8,R,0,R,268,R,70,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
213914,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,117,R,0,R,117,R,74,R,63,R,81,R,69,Z,0,R,117,Z,0,Z,0,R,81,R,69
213987,R,674,R,1,R,673,R,402,R,60,R,460,R,68,Z,0,R,673,Z,0,Z,0,R,460,R,68,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
213996,R,735,R,0,R,735,R,529,R,72,R,561,R,76,R,0,R,735,R,2,R,8,R,563,R,77,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214023,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,39,R,3,R,36,R,19,R,53,R,27,R,75,Z,0,R,36,Z,0,Z,0,R,27,R,75
214041,R,1337,R,0,R,1337,R,482,R,36,R,863,R,65,R,0,R,1337,R,18,R,5,R,881,R,66,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214069,R,308,R,0,R,308,R,165,R,54,R,209,R,68,R,0,R,308,R,1,R,0,R,210,R,68,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214111,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,2051,R,0,R,2051,R,119,R,6,R,330,R,16,R,0,R,2051,R,115,R,191,R,445,R,22
214148,R,119,R,0,R,119,R,57,R,48,R,66,R,55,Z,0,R,119,Z,0,Z,0,R,66,R,55,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214157,R,375,R,0,R,375,R,268,R,71,R,278,R,74,R,0,R,375,R,3,R,0,R,281,R,75,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214166,R,209,R,0,R,209,R,52,R,25,R,68,R,33,Z,0,R,209,R,3,Z,0,R,71,R,34,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214175,R,615,R,0,R,615,R,503,R,82,R,535,R,87,R,0,R,615,R,1,R,0,R,536,R,87,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214254,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,671,R,9,R,662,Z,0,R,0,R,359,R,54,R,0,R,662,R,0,R,0,R,359,R,54
214272,R,544,R,0,R,544,R,160,R,29,R,278,R,51,R,0,R,544,R,8,R,1,R,286,R,53,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214290,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,595,R,0,R,595,R,383,R,64,R,400,R,67,Z,0,R,595,Z,0,Z,0,R,400,R,67
214379,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1763,R,2,R,1761,R,107,R,6,R,305,R,17,R,0,R,1761,R,86,R,126,R,391,R,22
214476,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,10,R,0,R,10,R,10,R,100,R,10,R,100,Z,0,R,10,Z,0,Z,0,R,10,R,100
214528,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,457,R,11,R,446,R,304,R,68,R,314,R,70,R,0,R,446,R,10,R,2,R,324,R,73
214546,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,23,R,1,R,22,R,10,R,45,R,13,R,59,Z,0,R,22,Z,0,Z,0,R,13,R,59
214582,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,413,R,0,R,413,R,130,R,31,R,180,R,44,Z,0,R,413,R,25,R,3,R,205,R,50
214591,R,1009,R,0,R,1009,R,418,R,41,R,672,R,67,R,0,R,1009,R,28,R,10,R,700,R,69,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214625,R,167,R,0,R,167,R,52,R,31,R,72,R,43,R,0,R,167,R,6,R,2,R,78,R,47,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214634,R,77,R,0,R,77,R,10,R,13,R,23,R,30,R,0,R,77,R,1,R,1,R,24,R,31,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214643,R,168,R,0,R,168,R,43,R,26,R,84,R,50,R,0,R,168,R,4,R,2,R,88,R,52,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214652,R,267,R,2,R,265,R,59,R,22,R,126,R,48,R,0,R,265,R,8,R,3,R,134,R,51,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214670,R,192,R,0,R,192,R,53,R,28,R,91,R,47,R,0,R,192,R,3,R,0,R,94,R,49,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214689,R,1351,R,0,R,1351,R,601,R,44,R,910,R,67,R,0,R,1351,R,35,R,13,R,945,R,70,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214698,R,222,R,1,R,221,R,53,R,24,R,100,R,45,R,0,R,221,R,4,R,0,R,104,R,47,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214704,R,883,R,1,R,882,R,294,R,33,R,472,R,54,R,0,R,882,R,19,R,10,R,491,R,56,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214713,R,334,R,0,R,334,R,120,R,36,R,202,R,60,R,0,R,334,R,15,R,9,R,217,R,65,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214731,R,440,R,0,R,440,R,69,R,16,R,154,R,35,R,0,R,440,R,17,R,6,R,171,R,39,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214740,R,113,R,0,R,113,R,34,R,30,R,60,R,53,R,0,R,113,R,3,R,0,R,63,R,56,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214759,R,122,R,1,R,121,R,27,R,22,R,53,R,44,R,0,R,121,R,4,R,0,R,57,R,47,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214768,R,464,R,1,R,463,R,132,R,29,R,229,R,49,R,0,R,463,R,14,R,4,R,243,R,52,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214777,R,8025,R,11,R,8014,R,5243,R,65,R,6859,R,86,R,1,R,8013,R,147,R,32,R,7006,R,87,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214786,R,209,R,0,R,209,R,49,R,23,R,94,R,45,R,0,R,209,R,4,R,4,R,98,R,47,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214795,R,300,R,0,R,300,R,75,R,25,R,147,R,49,R,0,R,300,R,7,R,4,R,154,R,51,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214801,R,849,R,0,R,849,R,200,R,24,R,395,R,47,R,1,R,848,R,27,R,16,R,422,R,50,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214810,R,251,R,0,R,251,R,56,R,22,R,94,R,37,R,1,R,250,R,7,R,6,R,101,R,40,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214829,R,239,R,2,R,237,R,57,R,24,R,101,R,43,R,0,R,237,R,4,R,2,R,105,R,44,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214838,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,30,R,0,R,30,R,19,R,63,R,25,R,83,Z,0,R,30,Z,0,Z,0,R,25,R,83
214883,R,9,R,0,R,9,R,5,R,56,R,5,R,56,Z,0,R,9,Z,0,Z,0,R,5,R,56,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
214892,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,169,R,0,R,169,R,85,R,50,R,155,R,92,Z,0,R,169,Z,0,Z,0,R,155,R,92
214944,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,682,R,0,R,682,R,541,R,79,R,541,R,79,R,0,R,682,R,0,R,0,R,541,R,79
214962,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,24,R,0,R,24,R,17,R,71,R,17,R,71,Z,0,R,24,Z,0,Z,0,R,17,R,71
214971,R,43,R,0,R,43,R,26,R,60,R,27,R,63,Z,0,R,43,Z,0,Z,0,R,27,R,63,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
215008,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,40,R,1,R,39,R,28,R,72,R,35,R,90,Z,0,R,39,Z,0,Z,0,R,35,R,90
215026,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,20,R,0,R,20,R,14,R,70,R,14,R,70,R,0,R,20,R,6,R,0,R,20,R,100
215044,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,57,R,0,R,57,R,31,R,54,R,48,R,84,Z,0,R,57,Z,0,Z,0,R,48,R,84
215053,R,61,R,0,R,61,R,30,R,49,R,35,R,57,Z,0,R,61,Z,0,Z,0,R,35,R,57,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
215062,R,2337,R,3,R,2334,R,2036,R,87,R,2240,R,96,R,0,R,2334,R,12,R,1,R,2252,R,96,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
215099,R,708,R,0,R,708,R,311,R,44,R,430,R,61,R,0,R,708,R,3,R,1,R,433,R,61,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
215105,R,562,R,0,R,562,R,287,R,51,R,323,R,57,Z,0,R,562,Z,0,Z,0,R,323,R,57,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
215114,R,155,R,0,R,155,R,39,R,25,R,98,R,63,Z,0,R,155,Z,0,Z,0,R,98,R,63,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
215132,R,501,R,0,R,501,R,105,R,21,R,372,R,74,R,0,R,501,R,1,R,0,R,373,R,74,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
215239,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1858,R,0,R,1858,R,13,R,1,R,181,R,10,Z,0,R,1858,R,38,R,233,R,219,R,12
215266,R,312,R,1,R,311,R,91,R,29,R,151,R,49,R,1,R,310,R,7,R,1,R,158,R,51,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
215275,R,407,R,0,R,407,R,110,R,27,R,195,R,48,R,1,R,406,R,13,R,3,R,208,R,51,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
215284,R,779,R,0,R,779,R,277,R,36,R,428,R,55,R,1,R,778,R,12,R,3,R,440,R,57,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
215293,R,3390,R,2,R,3388,R,2113,R,62,R,2676,R,79,R,1,R,3387,R,32,R,9,R,2708,R,80,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
215309,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,172,R,0,R,172,R,12,R,7,R,20,R,12,R,0,R,172,R,6,R,37,R,26,R,15
215336,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,32,R,0,R,32,R,0,R,0,R,16,R,50,Z,0,R,32,Z,0,Z,0,R,16,R,50
215381,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,78,R,0,R,78,R,54,R,69,R,55,R,71,Z,0,R,78,Z,0,Z,0,R,55,R,71
215390,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,81,R,0,R,81,R,51,R,63,R,57,R,70,R,0,R,81,R,1,R,1,R,58,R,72
215415,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,788,R,2,R,786,R,369,R,47,R,445,R,57,Z,0,R,786,R,10,R,12,R,455,R,58
215433,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,399,R,0,R,399,R,98,R,25,R,366,R,92,Z,0,R,399,Z,0,Z,0,R,366,R,92
215442,R,476,R,0,R,476,R,184,R,39,R,236,R,50,R,0,R,476,R,3,R,3,R,239,R,50,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
215530,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,16,R,0,R,16,R,12,R,75,R,12,R,75,Z,0,R,16,Z,0,Z,0,R,12,R,75
215585,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,420,R,0,R,420,R,8,R,2,R,36,R,9,R,0,R,420,R,18,R,41,R,54,R,13
215594,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,22,R,0,R,22,R,10,R,45,R,13,R,59,R,0,R,22,R,1,R,0,R,14,R,64
215637,R,55,R,0,R,55,Z,0,R,0,R,7,R,13,Z,0,R,55,Z,0,Z,0,R,7,R,13,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
215646,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,499,R,4,R,495,Z,0,R,0,R,321,R,65,R,0,R,495,R,0,R,0,R,321,R,65
215655,R,649,R,0,R,649,R,234,R,36,R,352,R,54,Z,0,R,649,R,12,Z,0,R,364,R,56,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
215682,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,96,R,0,R,96,R,72,R,75,R,75,R,78,R,0,R,96,R,0,R,0,R,75,R,78
215691,R,70,R,0,R,70,R,37,R,53,R,43,R,61,Z,0,R,70,Z,0,Z,0,R,43,R,61,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
215743,R,390,R,6,R,384,R,194,R,51,R,248,R,65,R,0,R,384,R,2,R,0,R,250,R,65,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
215770,R,1015,R,0,R,1015,R,751,R,74,R,803,R,79,R,0,R,1015,R,3,R,1,R,806,R,79,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
215798,R,437,R,0,R,437,R,272,R,62,R,318,R,73,R,0,R,437,R,1,R,0,R,319,R,73,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
215886,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,84,R,0,R,84,R,75,R,89,R,80,R,95,Z,0,R,84,Z,0,Z,0,R,80,R,95
215929,R,981,R,1,R,980,R,740,R,76,R,818,R,83,R,0,R,980,R,2,R,0,R,820,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
215947,R,316,R,0,R,316,R,133,R,42,R,179,R,57,Z,0,R,316,Z,0,Z,0,R,179,R,57,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
215974,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,9,R,0,R,9,R,6,R,67,R,6,R,67,R,0,R,9,R,1,R,0,R,7,R,78
215992,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,164,R,0,R,164,R,92,R,56,R,92,R,56,Z,0,R,164,Z,0,Z,0,R,92,R,56
216010,R,1496,R,0,R,1496,R,601,R,40,R,855,R,57,R,0,R,1496,R,11,R,3,R,866,R,58,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
216038,R,1429,R,13,R,1416,R,545,R,38,R,878,R,62,R,0,R,1416,R,13,R,2,R,891,R,63,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
216047,R,10,R,0,R,10,R,7,R,70,R,8,R,80,Z,0,R,10,Z,0,Z,0,R,8,R,80,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
216074,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,58,R,0,R,58,R,0,R,0,R,55,R,95,Z,0,R,58,Z,0,Z,0,R,55,R,95
216083,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,293,R,6,R,287,R,142,R,49,R,157,R,55,R,0,R,287,R,6,R,1,R,163,R,57
216223,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,32,R,0,R,32,R,28,R,88,R,28,R,88,Z,0,R,32,Z,0,Z,0,R,28,R,88
216278,R,534,R,0,R,534,R,375,R,70,R,397,R,74,R,0,R,534,R,2,R,0,R,399,R,75,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
216287,R,370,R,0,R,370,R,318,R,86,R,339,R,92,R,0,R,370,R,2,R,1,R,341,R,92,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
216296,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,461,R,0,R,461,R,190,R,41,R,240,R,52,R,0,R,461,R,27,R,12,R,267,R,58
216311,R,37,R,0,R,37,R,16,R,43,R,16,R,43,Z,0,R,37,Z,0,Z,0,R,16,R,43,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
216339,R,3846,R,0,R,3846,R,1377,R,36,R,2533,R,66,R,0,R,3846,R,86,R,38,R,2619,R,68,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
216357,R,365,R,0,R,365,R,86,R,24,R,118,R,32,Z,0,R,365,Z,0,Z,0,R,118,R,32,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
216418,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,955,R,0,R,955,R,213,R,22,R,424,R,44,Z,0,R,955,Z,0,Z,0,R,424,R,44
