"UNITID","ARANK","SAOUTLT","non_inst_acad_staff_salary_research_outlay","non_inst_acad_staff_salary_pubservice_outlay","non_inst_acad_staff_salary_other_outlay","admin_profstaff_salary_mgmt_outlay","admin_profstaff_salary_business_outlay","admin_profstaff_salary_compeng_outlay","admin_profstaff_salary_community_outlay","admin_profstaff_salary_technical_outlay","nonadmin_servicestaffsalary_outlay","nonadmin_servicestaffsalary_salaryoutlay","admin_profstaff_salary_ofcadmin_outlay","nonadmin_servicestaffsalary_construction_outlay","nonadmin_servicestaffsalary_production_outlay","HRTOTLT","admin_profstaff_management","admin_profstaff_business","admin_profstaff_comp","admin_profstaff_comunityservice","admin_profstaff_healthcare","admin_profstaff_ofcadmin","non_instn_acad_staff_research","non_instn_acad_staff_pub_service","non_instn_acad_staff_library","instruction_staff","non_admin_service_staff_service","non_admin_service_staff_sales","non_admin_service_staff_resource","non_admin_service_staff_prod","instructors_per_thousand_student","admin_professional_staff","admin_professionalstaff_perthousandstudent","noninstruction_academicstaff","noninstruction_academicstaff_perthousandstudent","nonadmin_trade_servicestaff","nonadmin_tradeservicestaff_perthousandstudent","all_instructors_staff","instructor_salarypermillion","adminprofessionalstaff_salarypermillion","noninstruction_academicstaff_salarypermillion","nonadmin_tradeservicestaff_salarypermillion"
"106263","7","15889980","6806762","610702","13898944","8352891","1330611","1134620","290911","1748745","98794","0","1667214","44237","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","23083",,"30966","208"
"106306","7","1049504","0","0","862911","1102937","0","0","425029","0","734099","0","316295","0","30000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","137461",,"113022","100080"
"106342","7","2420608","45000","0","682399","1578309","194349","0","876179","77700","0","32640","402122","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","403073",,"121124","5435"
"106397","7","99699010","1310739","5903362","22349471","45504344","13849432","30831023","17134694","2340363","7786739","506595","23631155","10056228","1709680","5082","503","249","671","218","37","816","15","67","463","1126","306","17","267","58","40","2494","89","545","19","648","23","3687","305512","79591","90593","61468"
"106412","7","8770537","577492","1615558","1474516","3985688","1454049","1094704","2114131","104375","1809365","31020","2891461","811297","115479","640","44","36","29","47","2","99","15","33","38","157","70","1","25","4","54","257","88","86","29","100","34","443","280903","95956","117465","88627"
"106449","7","5752150","0","0","980341","2163974","926159","390920","672320","0","303811","21628","1149067","459063","28983",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","353703",,"60282","50022"
"106458","7","32171194","975297","0","2084847","13441973","9367189","3176488","3629077","412140","2147029","0","4127517","3390362","135866","1764","190","239","77","73","8","169","18","0","66","502","105","0","115","4","29","756","43","84","5","224","13","1064","354943","50092","33762","62593"
"106467","7","20402535","113447","63712","620716","5023193","830075","922050","2538752","318847","436366","29690","8036473","2737271","0","1143","61","24","24","57","7","228","3","2","15","364","13","1","121","0","27","401","29","20","1","135","10","556","421336","172551","16477","66152"
"106485","7","8107928","0","0","523206","2856899","720214","634286","1307294","37627","773424","0","1953380","804499","89585","456","33","21","13","30","1","66","0","0","13","156","34","0","26","4","33","164","35","13","3","64","14","241","400514","98356","25845","82371"
"106625","7","3192277","0","0","338443","600590","272530","397869","595677","0","381497","46038","663527","0","0","243","6","7","9","13","0","28","0","0","9","73","22","2","0","0","23","63","20","9","3","24","8","96","397159","82555","42107","53191"
"106704","7","32923307","0","0","4214833","10048880","1657329","2353508","3228923","452219","3658056","0","4454345","2469189","365329","1679","135","40","54","69","10","167","0","0","113","537","147","0","82","15","41","475","36","113","9","244","18","832","436347","65033","55861","86049"
"106713","7","1265155","0","0","449713","871822","202621","92630","160175","0","244188","0","140958","0","0","161","13","7","3","6","0","7","0","0","16","29","12","0","0","0","30","36","37","16","17","12","12","64","294584","32828","104713","56858"
"106795","7","1723520","0","63138","30460","1115553","207721","169242","150815","0","0","0","1001289","294212","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","304536",,"16538","51986"
"106810","7","486396","0","0","82438","248853","0","0","0","0","106427","0","89362","58417","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","451813",,"76577","153124"
"106883","7","1548333","0","0","925833","1210134","272742","157291","260318","0","273786","0","467509","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","269251",,"161000","47611"
"106980","7","4477495","0","0","250405","1551963","720193","593053","708194","0","404388","66777","636101","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","359803",,"20122","37862"
"106999","7","1921620","49500","0","315425","1382526","213587","174672","106389","0","240403","18903","357055","29427","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","331542",,"62961","49816"
"107044","7","20369190","0","0","4642122","6511761","2613783","1279519","2254805","304003","1174352","56979","3916320","1468617","324928",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","435197",,"99181","64628"
"107071","7","9752763","0","0","657043","3431145","429167","290930","1717376","134302","1351501","0","2029218","671621","50862","565","48","12","8","41","3","80","0","0","18","171","59","0","24","1","40","192","45","18","4","84","20","294","403050","89416","27153","85711"
"107080","7","7721988","0","0","897499","3925056","764130","520455","1736037","320716","2336509","0","1212912","292872","38604",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","359152",,"41743","124089"
"107123","7","523478","0","0","0","0","0","0","0","0","0","0","97864","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","618751",,"0","0"
"107141","7","4838314","0","0","1446940","4208666","625176","830177","1928338","100180","1138300","0","1487854","483457","117582",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","228527",,"68343","82154"
"107318","7","1875256","0","0","104918","1665336","232721","299897","1001628","0","228442","0","845421","0","0","297","20","6","7","26","0","29","0","0","3","41","7","0","0","0","16","88","35","3","1","7","3","98","234008","105505","13092","28507"
"107327","7","2833175","0","0","201102","1370254","148045","316884","1324561","0","475819","0","777351","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","310901",,"22068","52214"
"107460","7","3166647","0","0","469115","2054916","132954","97521","656673","0","315081","0","824693","138344","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","343735",,"50922","49219"
"107512","7","5516501","0","0","346373","2095450","272958","324993","1094312","95064","498299","0","560356","603837","0","344","28","8","8","29","2","25","0","0","22","98","28","0","22","0","60","100","61","22","13","50","31","172","478150","56816","30022","95529"
"107521","7","1754156","0","0","335974","1262613","258654","263855","0","0","144842","0","521721","0","0","185","19","8","8","0","0","20","0","0","8","39","5","0","0","0","20","55","28","8","4","5","3","68","311871","92763","59733","25751"
"107549","7","1719287","0","0","614878","801738","381582","107918","35350","32320","82242","23613","523877","264846","0","193","9","9","3","1","1","21","0","0","15","41","4","1","11","0","21","44","23","15","8","16","8","75","309013","99971","110514","66627"
"107558","7","2535273","0","0","651224","1788396","298547","121173","846552","0","402539","0","492090","153495","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","309392",,"79472","67856"
"107585","7","2854601","0","0","695541","1624941","233649","281139","75672","0","467262","48479","530762","125464","0","215","24","7","6","2","0","21","0","0","20","62","22","2","5","0","21","60","21","20","7","29","10","109","373872","69520","91096","83980"
"107600","7","1920173","0","0","280647","1259459","206125","36696","58500","45000","562687","0","965132","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","291700",,"42634","85480"
"107619","7","2756812","74520","0","920796","1481755","614528","365120","117894","0","773293","0","1239157","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","276166",,"99707","77465"
"107637","7","2230110","0","0","67208","1386065","211595","277519","497401","0","98343","42412","558476","137385","0","249","21","5","7","13","0","21","0","0","2","51","6","2","6","0","23","67","30","2","1","14","6","83","347958","87145","10486","43397"
"107664","7","8322559","96000","245765","562506","2819930","404795","432288","979048","0","1261108","0","2942068","261727","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","315875",,"34321","57798"
"107725","7","1870094","0","0","858540","1067258","0","84066","0","0","389381","0","528385","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","324437",,"148946","67553"
"107743","7","1049257","0","0","1034721","353736","172674","217257","74236","0","174647","0","189066","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","260720",,"257108","43396"
"107840","7","197352","0","0","218101","102000","43680","0","0","0","130640","0","489843","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","131975",,"145851","87363"
"107877","7","1354652","0","0","282225","806176","143364","30958","18540","69959","195429","68240","223110","63480","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","426222",,"88798","102933"
"107974","7","2735204","0","21843","367687","1168040","541915","230232","838983","0","280671","69060","386709","191552","0","216","16","13","6","20","0","18","0","1","10","59","14","3","6","0","24","73","30","11","5","23","10","107","341421","48278","48623","67565"
"107983","7","9509463","0","0","898769","2415348","744824","453362","392606","112323","657191","0","1458845","379782","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","430513",,"40689","46946"
"107992","7","1454644","0","0","350677","1458292","145551","139564","206408","0","267338","0","546738","248552","22209","150","22","3","4","4","0","21","0","0","13","33","12","0","9","1","10","54","16","13","4","22","6","89","175570","65993","42325","64947"
"108092","7","15078459","0","0","3636809","2825635","2311140","1310835","1622971","0","702664","0","1761835","420213","0","758","23","46","25","36","0","64","0","0","83","236","18","0","12","0","29","194","24","83","10","30","4","307","419187","48983","101105","31216"
"108232","7","24575348","0","0","213703","13173350","18450172","2176698","7202273","0","1239592","381291","6151467","251592","950918",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","240624",,"2092","27645"
"108250","7","724266","0","0","77440","533754","0","40152","0","0","0","0","892333","0","0","102","8","0","1","0","0","20","0","0","2","9","0","0","0","0","11","29","34","2","2","0","0","31","250780","308977","26814","0"
"108667","7","5566654","0","0","399055","1150402","534042","54489","191446","0","241186","0","1102773","0","0","244","9","9","1","3","0","22","0","0","8","74","6","0","0","0","7","44","4","8","1","6","1","58","393805","78016","28231","17062"
"108807","7","12156639","0","0","1421077","3165790","1526129","610608","1155709","0","1878410","0","2628267","36660","0","874","28","31","11","25","0","66","0","0","31","149","46","0","1","0","9","161","10","31","2","47","3","239","316594","68450","37009","49874"
"108852","7","686118","0","0","43227","741177","0","0","0","0","0","0","308157","25920","166591","79","10","0","0","0","0","7","0","0","1","8","0","0","1","4","27","17","57","1","3","5","17","23","199576","89639","12574","55997"
"108861","7","374325","0","0","0","266353","130674","0","0","0","98511","0","51438","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","362016",,"0","95272"
"108870","7","887461","0","0","589035","4377105","571270","270465","1078430","0","386960","0","728650","97995","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","71249",,"47290","38934"
"109040","7","2170145","0","0","135970","1939919","978744","0","0","0","0","0","1584950","45760","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","91872",,"5756","1937"
"109086","7","371146","0","322100","292097","2103390","301697","212412","1080709","0","100204","357368","818280","253384","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","40021",,"66229","76663"
"109208","7","32096437","0","0","2381406","3342150","1473001","1497290","1364003","33472","1469510","0","5330746","0","0","1342","26","24","22","27","1","119","0","0","51","386","30","0","0","0","9","219","5","51","1","30","1","300","419788","70160","31146","19220"
"109350","7","15267200","0","0","1640040","3585266","199761","1255906","55765","0","1428935","0","4854019","928244","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","371987",,"39960","57433"
"109651","7","8630516","0","0","637062","10978406","1497231","1716026","872464","0","458493","0","2352987","66311","1122751",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","224929",,"16603","42939"
"109785","7","40052290","0","0","0","25695195","2567657","2152735","983244","675633","2012631","0","14358589","2070337","175545","2241","351","48","43","13","9","338","0","0","0","459","59","0","55","5","36","802","64","0","0","119","9","921","344406","129282","0","36619"
"109819","7","21257274","0","0","1223363","3331584","712269","0","1144282","71531","1644849","0","4112024","0","0","763","34","15","0","18","1","86","0","0","25","261","43","0","0","0","10","154","6","25","1","43","2","222","451629","88885","25991","34946"
"109907","7","2301549","0","0","170526","1633518","144237","638873","501124","0","333768","0","922818","54240","0","224","17","3","10","6","0","22","0","0","3","29","9","0","1","0","6","58","12","3","1","10","2","71","232548","93245","17230","39204"
"110060","7","229200","0","0","152950","33350","58662","0","145250","0","0","0","0","21002","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","157159",,"104875","14401"
"110097","7","21435831","0","0","2515442","12240264","2047195","2660862","2514052","622143","3236302","0","9596754","2225348","135943",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","317856",,"37300","83003"
"110185","7","2261114","0","0","429180","405765","262462","183251","0","0","0","302086","88438","138566","0","107","3","4","3","0","0","2","0","0","8","29","0","5","2","0","41","12","17","8","11","7","10","27","342181","13385","64949","66685"
"110219","7","1343200","94800","0","3714000","1580000","305300","237800","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","133544",,"378681","0"
"110246","7","14661532","0","0","68069","5299113","1076212","2238449","653957","93553","2319244","0","6486950","0","0","1045","47","17","34","11","1","132","0","0","1","192","55","0","0","0","12","242","16","1","0","55","4","298","325107","145919","1509","51427"
"110307","7","874238","0","0","266097","893806","141967","0","0","0","0","0","753761","0","0","106","8","3","0","0","0","18","0","0","7","15","0","0","0","0",,"29",,"7",,"0",,"36","217739","187735","66274","0"
"110316","7","3934527","0","0","2175623","2049302","456758","273055","205942","0","39000","0","278867","149468","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","307691",,"170140","14739"
